Name,zcmb,zhel,error,mb,error_mb,X1,error_X1,c,error_c,LogMst,error_Mst,tmax,error_tmax,"cov(mb,s)","cov(mb,c)","cov(s,c)",set,Radeg,Dedeg,bias,omegam,error_omegam,alpha,error_alpha,beta,error_beta,MB1,error_MB1,deltaM,error_deltaM,deltaM_9,deltaM_9.5,deltaM_10.5,deltaM_11,deltaM_9.9,deltaM_10.1,chi_sq,mydeltaM,mydeltaM_max,mydeltaM_min,deltaM_sSFR,deltaM_sSFR_err,,Host_Galaxy_Data,SN_Name,zcmb,logMst,Mst_upper,Mst_lower,logSFR,SFR_upper,SFR_lower,logsSFR,sSFR_upper,sSFR_lower,local_SFR,local_SFR_upper,local_SFR_lower
SDSS18375,0.10725,0.1085,0,19.337775,0.111743,0.163568,0.125517,0.066199,0.020874,10.139,0.098,54383.89671,0.219497,0.000161,0.000443,9.20E-05,2,11.516434,-0.010381,-0.001165,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18375,0.10926,10.139,10.322,10.126,-0.729,0.049,-0.742,-10.868,-10.077,-11.064,,,
SDSS18415,0.12961,0.13097,0,19.866162,0.113841,-1.62361,0.175057,-0.086675,0.028141,10.832,0.1715,54381.42876,0.243849,0.001265,0.000735,0.000405,2,337.478285,1.058609,-0.001241,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18415,,,,,,,,,,,,,
SDSS18463,0.26665,0.268,0,21.322503,0.120817,0.941316,0.405739,-0.043687,0.045963,10.406,0.0995,54376.51633,0.430768,0.013279,0.001308,0.002764,2,17.565994,0.472038,-0.000365,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18463,0.266866,10.406,10.489,10.29,0.817,0.865,0.723,-9.589,-9.425,-9.766,,,
SDSS18466,0.21226,0.213,0,21.093299,0.115112,-0.17616,0.240624,0.03142,0.033372,10.726,0.2255,54381.41098,0.342213,0.002876,0.000919,0.000535,2,48.418526,0.629998,-0.000838,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18466,0.212263,10.726,11,10.549,0.531,0.862,-0.252,-10.195,-9.687,-11.252,,,
SDSS18485,0.27822,0.279,0,21.278193,0.117336,1.31567,0.410743,-0.088149,0.039231,10.63,0.121,54388.93763,0.453899,0.009487,0.000943,0.002316,2,47.959118,-0.692416,-0.000279,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18485,0.278216,10.63,10.762,10.52,0.404,0.786,0.392,-10.226,-9.734,-10.37,,,
SDSS18486,0.2454,0.246,0,20.753569,0.114389,1.112899,0.263746,-0.108783,0.034045,5,10,54390.1033,0.283616,0.003544,0.000771,0.000643,2,55.180023,1.003079,-0.000543,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18486,0.245403,,,,,,,,,,,,
SDSS18602,0.13362,0.135,0,20.091364,0.113865,0.915935,0.181596,0.062187,0.027935,9.408,0.2115,54393.76868,0.132757,0.002792,0.000776,0.001358,2,338.983583,0.609241,-0.001244,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18602,0.136959,9.408,9.539,9.185,-0.115,-0.042,-0.319,-9.523,-9.227,-9.858,,,
SDSS18604,0.17656,0.178,0,20.912797,0.113509,-2.079275,0.215555,-0.046418,0.029501,10.812,0.0515,54387.37436,0.208013,0.001807,0.000695,0.000382,2,340.920918,0.42138,-0.001107,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18604,,,,,,,,,,,,,
SDSS18612,0.11368,0.11493,0,19.674591,0.111953,-0.734703,0.132844,0.060165,0.022187,10.764,0.161,54383.70468,0.173415,0.000459,0.000478,8.80E-05,2,12.287929,0.596957,-0.001198,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18612,,,,,,,,,,,,,
SDSS18617,0.32038,0.322,0,22.0083,0.12816,-0.256202,0.881585,-0.021879,0.05696,9.922,0.3815,54381.32202,1.259517,0.028865,0.0012,0.005511,2,345.761495,0.849165,-8.90E-05,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18617,0.325692,9.956,10.351,9.623,0.602,0.773,0.116,-9.354,-8.85,-10.235,,,
SDSS18650,0.11271,0.114,0,19.405852,0.112009,0.885448,0.116191,-0.043361,0.021931,8.825,0.1095,54387.86461,0.128516,0.000805,0.000478,0.000286,2,328.447235,0.015055,-0.001194,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18650,0.112425,8.825,8.946,8.727,-0.237,-0.21,-0.622,-9.062,-8.937,-9.568,,,
SDSS18697,0.10602,0.10726,0,19.224685,0.111682,0.749838,0.119928,-0.002746,0.02118,10.69,0.2505,54384.43104,0.193364,0.000147,0.000444,3.00E-06,2,11.223947,-0.997054,-0.001158,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18697,0.106377,10.69,10.742,10.241,0.74,0.824,-0.556,-9.95,-9.417,-11.298,,,
SDSS18721,0.39135,0.393,0,22.096499,0.148848,0.144953,0.849228,-0.134777,0.070013,11.14,0.0095,54371.38931,0.737074,0.069409,0.002168,0.019717,2,3.077347,-0.077318,-0.000524,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18721,0.401274,11.172,11.18,11.163,0.228,0.237,0.22,-10.944,-10.926,-10.96,,,
SDSS18740,0.15575,0.157,0,20.174029,0.111931,-0.034977,0.125853,0.024848,0.022343,10.454,0.112,54391.80575,0.107531,0.000838,0.000467,0.000325,2,16.855324,1.043746,-0.001207,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18740,0.153167,10.388,10.57,10.374,-0.48,0.374,-0.494,-10.868,-10,-11.064,,,
SDSS18749,0.18667,0.188,0,21.077159,0.114334,-1.441241,0.373975,0.065591,0.032761,10.876,0.039,54385.10552,0.432717,0.003176,0.000834,0.000932,2,12.547336,0.675423,-0.001041,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18749,,,,,,,,,,,,,
SDSS18768,0.19671,0.198,0,20.998833,0.118689,-0.446422,0.294152,-0.030251,0.037405,9.567,0.239,54378.98648,0.391012,0.008031,0.001221,0.002946,2,17.216736,1.197879,-0.000966,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18768,,,,,,,,,,,,,
SDSS18787,0.19191,0.193,0,21.201846,0.114568,0.145971,0.430633,0.035637,0.031868,10.829,0.0145,54387.24952,0.448832,0.006381,0.000812,0.00263,2,29.729753,-1.027071,-0.001003,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18787,0.189141,10.829,10.843,10.814,-0.115,-0.1,-0.129,-10.944,-10.914,-10.972,,,
SDSS18804,0.19084,0.192,0,20.425403,0.112617,0.947789,0.1976,-0.045704,0.024894,9.965,0.033,54392.80856,0.173571,0.002032,0.00054,0.00049,2,25.265629,-0.448449,-0.001011,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18804,0.197257,9.962,10.021,9.954,0.183,0.191,0.136,-9.779,-9.763,-9.885,,,
SDSS18807,0.17625,0.177,0,20.591414,0.113139,0.470167,0.241505,-0.012245,0.02698,10.706,0.185,54390.27104,0.236404,0.002799,0.000628,0.00119,2,46.640945,0.793304,-0.001109,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18807,,,,,,,,,,,,,
SDSS18809,0.12837,0.129,0,19.747603,0.112485,-1.172856,0.179369,-0.07694,0.024079,10.933,0.028,54383.15387,0.267881,0.000264,0.000543,0.000241,2,50.881317,0.666634,-0.00124,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18809,,,,,,,,,,,,,
SDSS18835,0.12262,0.12319,0,19.509318,0.11183,0.757721,0.109313,-0.013286,0.021901,10.535,0.009,54392.38721,0.117049,0.000564,0.000466,0.000237,2,53.685146,0.355509,-0.001229,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18835,,,,,,,,,,,,,
SDSS18855,0.12715,0.12783,0,19.700776,0.111895,0.247941,0.143765,-0.027883,0.022132,10.246,0.2035,54385.97486,0.208046,0.000527,0.000479,0.000251,2,48.632347,0.269818,-0.001238,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18855,0.127151,10.246,10.582,10.175,0.334,0.796,-0.05,-9.912,-9.379,-10.632,,,
SDSS18927,0.21323,0.214,0,21.240608,0.117876,-0.590113,0.377161,0.113055,0.040001,10.489,0.3495,54386.81778,0.404823,0.007375,0.001266,0.001881,2,46.682472,-0.754019,-0.00083,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18927,,,,,,,,,,,,,
SDSS18940,0.21861,0.22,0,20.966724,0.114762,-0.943963,0.213801,-0.048746,0.034043,10.15,0.3025,54396.72536,0.190948,0.002941,0.000875,0.000883,2,10.348955,0.411951,-0.000782,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18940,0.210985,10.14,10.485,9.881,0.599,0.863,0.06,-9.541,-9.018,-10.425,,,
SDSS18945,0.26856,0.27,0,21.597167,0.118128,0.138984,0.489273,-0.048331,0.042096,5,10,54390.38674,0.436037,0.012404,0.000971,0.002814,2,10.078404,-1.037373,-0.00035,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18945,0.26856,,,,,,,,,,,,
SDSS18965,0.20466,0.206,0,20.719102,0.115117,-0.639717,0.226971,-0.111895,0.035023,10.443,0.008,54395.34238,0.187653,0.003546,0.000908,0.000767,2,13.509144,1.069021,-0.000902,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,18965,0.204532,10.443,10.451,10.435,-0.425,-0.417,-0.433,-10.868,-10.852,-10.884,,,
SDSS19002,0.2671,0.268,0,21.206503,0.116111,0.323447,0.313376,-0.097382,0.037311,10.459,0.176,54393.13124,0.28515,0.006095,0.000899,0.001389,2,42.615364,-0.551163,-0.000361,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19002,0.270097,10.459,10.592,10.24,0.233,0.625,0.218,-10.226,-9.615,-10.374,,,
SDSS19008,0.21757,0.219,0,21.084988,0.11934,1.079449,0.390063,0.085294,0.040022,10.62,0.233,54392.64879,0.348655,0.011908,0.001404,0.004563,2,331.963343,-1.069943,-0.000792,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19008,0.217566,10.62,10.677,10.211,0.753,0.843,0.361,-9.867,-9.368,-10.316,,,
SDSS19023,0.24185,0.243,0,20.841931,0.114848,1.302288,0.27181,-0.11898,0.035621,5,10,54389.83575,0.278609,0.004495,0.000833,0.000589,2,307.116955,0.006237,-0.000575,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19023,0.241847,,,,,,,,,,,,
SDSS19027,0.2935,0.295,0,21.355269,0.120303,0.469262,0.540037,-0.006881,0.045438,9.254,0.205,54386.55213,0.626798,0.015972,0.001161,0.003692,2,328.884178,-0.371996,-0.000184,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19027,0.291136,9.28,9.548,9.169,0.359,0.68,0.002,-8.921,-8.489,-9.546,,,
SDSS19067,0.35346,0.355,0,21.770897,0.125157,0.55207,0.768177,-0.065751,0.055276,5,10,54386.85961,0.850347,0.030448,0.001246,0.010792,2,325.62812,0.984606,-0.000144,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19067,0.353459,,,,,,,,,,,,
SDSS19101,0.18563,0.187,0,20.773682,0.11449,-0.170077,0.214237,0.045482,0.029797,5,10,54395.19799,0.173785,0.003674,0.000787,0.001427,2,7.972722,0.138298,-0.001048,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19101,0.185631,,,,,,,,,,,,
SDSS19128,0.28543,0.287,0,21.594277,0.119195,1.352452,0.599831,-0.064859,0.043817,5,10,54387.04742,0.639086,0.016477,0.001059,0.00431,2,354.203771,-0.78223,-0.000231,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19128,0.285433,,,,,,,,,,,,
SDSS19149,0.19494,0.196,0,20.367563,0.11376,1.179644,0.199894,0.010582,0.028084,9.536,0.2655,54398.82729,0.165156,0.003166,0.000738,0.001235,2,31.460009,-0.331865,-0.00098,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19149,0.210227,9.585,9.82,9.308,0.34,0.437,-0.202,-9.245,-8.871,-10.022,,,
SDSS19155,0.07592,0.07688,0,18.228158,0.112389,1.204471,0.103122,-0.103885,0.021594,10.732,0.214,54399.68269,0.068643,0.000957,0.00047,0.000343,2,31.266495,0.174558,-0.000852,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19155,,,,,,,,,,,,,
SDSS19174,0.16357,0.1647,0,20.518238,0.114386,-0.75325,0.213083,0.056574,0.03124,10.709,0.038,54394.88473,0.189917,0.002903,0.000814,0.000981,2,25.659727,1.030393,-0.001176,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19174,,,,,,,,,,,,,
SDSS19207,0.25721,0.2587,0,21.465617,0.121726,0.432319,0.549482,0.007859,0.050475,10.821,0.379,54382.87281,0.76023,0.011495,0.001565,0.001559,2,333.463938,-0.920283,-0.000441,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19207,0.257208,10.821,10.96,10.202,1.13,1.179,0.335,-9.691,-9.023,-10.625,,,
SDSS19230,0.21955,0.221,0,21.280787,0.119543,-1.62107,0.436163,0.079536,0.045823,10.324,0.06,54390.41055,0.427567,0.010589,0.001483,0.003625,2,332.891016,0.764785,-0.000774,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19230,,,,,,,,,,,,,
SDSS19282,0.17558,0.177,0,20.292843,0.113152,1.224646,0.23711,-0.038586,0.024891,5,10,54397.4343,0.162822,0.003539,0.000579,0.000919,2,359.072222,-0.505872,-0.001113,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19282,0.175584,,,,,,,,,,,,
SDSS19341,0.22667,0.228,0,21.43872,0.118938,-1.54953,0.369021,0.033312,0.043363,10.711,0.0045,54393.20353,0.315061,0.00832,0.001228,0.001441,2,15.860297,0.331394,-0.000711,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19341,,,,,,,,,,,,,
SDSS19353,0.15322,0.15403,0,20.209017,0.113617,0.894088,0.205982,0.036376,0.026613,10.731,0.026,54398.62754,0.134486,0.003441,0.000703,0.001373,2,43.114372,0.251817,-0.001215,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19353,0.153245,10.731,10.742,10.69,-0.212,0.386,-0.223,-10.943,-10.304,-10.965,,,
SDSS19425,0.21025,0.2116,0,21.64322,0.128931,-1.60431,0.46529,0.13062,0.056057,10.39,0.179,54392.86929,0.421973,0.019586,0.002822,0.008218,2,323.508694,-0.740519,-0.000855,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19425,,,,,,,,,,,,,
SDSS19543,0.12164,0.123,0,19.946008,0.112462,-0.835084,0.136685,-0.021891,0.023909,8.828,0.216,54401.00602,0.119816,0.001184,0.000562,0.000587,2,357.908352,0.279826,-0.001226,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19543,0.121642,8.828,8.958,8.526,-0.735,-0.502,-1.253,-9.563,-9.028,-10.211,,,
SDSS19596,0.29135,0.292,0,21.541949,0.12122,0.639978,0.498773,-0.04433,0.045916,9.565,0.232,54396.52104,0.430263,0.01679,0.001181,0.004372,2,53.884281,0.703362,-0.000196,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19596,0.291349,9.565,9.878,9.414,0.44,0.888,0.172,-9.125,-8.526,-9.706,,,
SDSS19604,0.29448,0.296,0,22.400726,0.140875,1.173093,0.944335,0.172962,0.071432,10.19,0.2595,54396.25855,0.784652,0.063746,0.00316,0.020367,2,5.324447,1.074527,-0.000179,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19604,,,,,,,,,,,,,
SDSS19616,0.16455,0.16549,0,20.24377,0.113442,0.15196,0.190744,-0.023369,0.026682,11.215,0.287,54403.53333,0.138545,0.002851,0.000708,0.001396,2,37.101109,0.184666,-0.001172,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19616,0.164548,11.215,11.238,10.664,1.265,1.354,-0.037,-9.95,-9.31,-11.275,,,
SDSS19632,0.30702,0.308,0,21.831913,0.126631,0.153977,0.525367,-0.044536,0.052497,10.803,0.127,54396.71359,0.448487,0.024089,0.001624,0.007921,2,40.286488,0.144448,-0.000123,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19632,,,,,,,,,,,,,
SDSS19658,0.19863,0.2,0,20.711318,0.116081,-0.007405,0.254101,-0.084476,0.035302,9.139,0.532,54401.81226,0.183558,0.005695,0.001079,0.002395,2,8.903193,-0.2327,-0.000951,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19658,0.198625,9.139,9.514,8.45,-0.352,-0.23,-1.83,-9.491,-8.68,-11.344,,,
SDSS19702,0.26821,0.269,0,21.593672,0.121714,-1.095858,0.456154,-0.07291,0.049063,9.986,0.464,54397.22622,0.392023,0.014003,0.001332,0.004785,2,47.754841,0.356752,-0.000352,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19702,0.268214,9.986,10.381,9.453,0.423,0.735,-0.159,-9.563,-8.718,-10.54,,,
SDSS19757,0.40128,0.403,0,21.991848,0.134806,0.174516,0.891196,-0.10457,0.06138,10.274,0.4365,54400.46376,0.829436,0.053756,0.001884,0.027125,2,349.481023,1.22284,-0.000692,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19757,0.401275,10.274,10.65,9.777,0.048,0.886,-0.57,-10.226,-8.891,-11.22,,,
SDSS19775,0.13668,0.1379,0,20.268803,0.113428,-0.228704,0.199062,0.093699,0.028261,10.567,0.224,54404.42565,0.182811,0.00208,0.000738,0.001031,2,318.956097,0.651289,-0.001244,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19775,,,,,,,,,,,,,
SDSS19794,0.29542,0.29698,0,22.241585,0.134209,-2.427288,0.683233,0.045528,0.07061,11.16,0.1645,54396.12966,0.593736,0.030568,0.002369,0.007808,2,359.319051,0.249367,-0.000174,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19794,,,,,,,,,,,,,
SDSS19818,0.29192,0.293,0,21.507747,0.124168,1.181291,0.550491,-0.005108,0.045722,10.19,0.124,54402.14743,0.404969,0.024866,0.001607,0.008566,2,35.266689,0.496411,-0.000193,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19818,0.303942,10.227,10.347,10.07,0.909,0.962,0.642,-9.318,-9.108,-9.705,,,
SDSS19899,0.09007,0.0914,0,18.477718,0.111899,0.284478,0.193639,-0.146258,0.021065,8.529,0.272,54418.75969,0.162669,0.001336,0.000451,0.00099,2,341.492277,-0.648736,-0.001026,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19899,0.090072,8.529,8.941,8.397,-0.779,-0.179,-1.137,-9.308,-8.576,-10.078,-3.22,-3.033,-3.554
SDSS19913,0.20557,0.207,0,20.820147,0.114899,0.082692,0.339194,-0.059073,0.03423,10.164,0.175,54406.14324,0.349769,0.004965,0.000931,0.002124,2,333.762493,-0.341257,-0.000895,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19913,0.205566,10.164,10.292,9.942,0.785,0.802,0.516,-9.379,-9.14,-9.776,,,
SDSS19940,0.14582,0.147,0,19.800673,0.112189,1.044495,0.206385,-0.004648,0.024568,5,10,54407.77942,0.176588,0.00141,0.000562,0.000988,2,315.393539,-0.268507,-0.001234,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,19940,0.145815,,,,,,,,,,,,
